Está satisfeito com a ferramenta DreamShaper?;Sentiu que os vídeos da DreamShaper foram úteis para si?;Os exemplos foram úteis para si?;Acha que a ferramenta tem perguntas a mais ou, pelo contrário, gostaria de ter mais perguntas intermédias que ajudam a ir ‘entrando’ nos novos conceitos?;Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de Negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Acesso a recursos externos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Acesso a recursos externos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;;;;;;Inflexibilidade de alguns campos da ferramenta;Imenso
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;outra vez: a lentidão e tempo de carregamento!;Imenso
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;Indicações de interface;;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;;nao existe;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;;;;;;;Bastante intuitiva;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;;Gestão de equipa;;;;Imenso
Muito Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Imenso
Muito Satisfeito;Não foram úteis;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;;;Gestão de projectos;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;;;;comentários;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;;;Gestão de projectos;;"Esta pergunta ser obrigatória. Os que menos gosto, gosto deles também. ;)";Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;Gestão de projectos;;;Imenso
Muito Satisfeito;Úteis, mas pouco;Não, nada úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;nenhum;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;Aspecto visual;Navegação na ferramenta;;;;;;;;;;Não há nada que desagrada-me;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;;;;;;;Gestão de projectos;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Perguntas;Exemplos;Vídeos;;;;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito insatisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Imenso
Muito insatisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;Navegação na ferramenta;;Exemplos;;;Indicações de interface;;;;;;Imenso
Muito insatisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;;Imenso
Muito insatisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;Modelo de negócios;;Mural de equipa;;;;;Imenso
Muito insatisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito insatisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;;Vídeos;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;;bloqueia muitas vezes;Imenso
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;;;;;;Gestão de projectos;Acesso a recursos externos;;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;Imenso
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Imenso
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;;;;;Modelo de negócios;Indicações de interface;;;Gestão de projectos;;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;Imenso
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;;;;;;;;Gestão de projectos;Acesso a recursos externos;;Imenso
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;Gestão de equipa;;;;Imenso
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;;Limitação de carácteres;Imenso
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;;Imenso
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;;Navegação na ferramenta;;;;;;;Gestão de equipa;Gestão de projectos;;;Imenso
Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Nem satisfeito nem insatisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;Perguntas;Exemplos;Vídeos;;;;;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;;;Não ser possivel editar ou eliminar alguns conteudos;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;Vídeos;;;;;;;;Aspecto visual;;;;;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;Mural de equipa;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;;;;;;;Ter um número de carateres máximo diminuto :);;;;;;;;;;Gestão de projectos;Acesso a recursos externos;Gosto de tudo.;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;;;Indicações de interface;;;;;;Aspecto visual;;;;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;;;Modelo de negócios;Indicações de interface;;;Gestão de projectos;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;;;;Indicações de interface;;;Gestão de projectos;;;;;;;Vídeos;;;Mural de equipa;;;;Não consigo ver aspetos negativos;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;Aspecto visual;;;;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;Aspecto visual;;;;;;;;;;Acesso a recursos externos;O nome DreamShaper;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;;Mural de equipa;;Gestão de projectos;;Há determinadas perguntas que, consoante o projecto não deviam ser de resposta directa, poderia ter o texto com os 300 caracteres, para as pessoas justificarem determinadas opções tomadas.;Imenso
Muito Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;Aspecto visual;;;;;;;;;;Acesso a recursos externos;não há nada que me desabrade;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;Aspecto visual;;Perguntas;;;;;Mural de equipa;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;Aspecto visual;;;;;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;;Vídeos;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;Mural de equipa;;;;;Imenso
Muito Satisfeito;Não foram úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;;Gosto de tudo!!;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;;;;Vídeos;;Indicações de interface;Mural de equipa;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;Não tenho nada a assinalar, mas não permite escolher só esta última opção;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;Aspecto visual;;Perguntas;;;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Não, nada úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;Perguntas;;Vídeos;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Não, nada úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;;Vídeos;Modelo de negócios;;;;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;;Vídeos;Modelo de negócios;Indicações de interface;;;;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;Não existe nenhum aspecto menos apreciado;Imenso
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;;Vídeos;;;;;Gestão de projectos;;Pedagógico;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;Imenso
Muito Satisfeito;Foram muito úteis;Pouco úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;;Exemplos;Vídeos;;;;Gestão de equipa;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Imenso
